counter	SMILES (prior)	SMILES (after) round trip:
2177	C[C@H](c1cc([nH]c1O)c1ccc(c2c1sc(c2)C(=O)O)F)c1ccccc1	CC(c1cc([nH]c1O)c1ccc(c2c1sc(c2)C(=O)O)F)c1ccccc1
2180	Nc1cccc(n1)Nc1ccc(c2c1[C@H](C=C[C@H]2C)Oc1ccccc1)C	Nc1cccc(n1)Nc1ccc(c2c1C(C=CC2C)Oc1ccccc1)C
2181	C/C=C\C=C/CCCOc1c(O)cc(cc1NC(=O)OC(=O)c1ccccc1)CC	CC=CC=CCCCOc1c(O)cc(cc1NC(=O)OC(=O)c1ccccc1)CC
2182	N#CC1=C(Cl)C(=CC2=C(CCC(=O)O)Cc3c([C@H]12)cccc3)C=C(Cl)Cl	N#CC1=C(Cl)C(=CC2=C(CCC(=O)O)Cc3c(C12)cccc3)C=C(Cl)Cl
2183	CCOC(=O)Cc1c2[C@H](OC)C=CCc2c(c2c1ccc(c2)C(=O)O)O	CCOC(=O)Cc1c2C(OC)C=CCc2c(c2c1ccc(c2)C(=O)O)O
2185	NCC(=O)OC(=O)C(=C/C=C/C(=O)O)[C@H](c1ccc(cc1O)CC(=O)O)CC(=O)O	NCC(=O)OC(=O)C(=CC=CC(=O)O)C(c1ccc(cc1O)CC(=O)O)CC(=O)O
2186	OC[C@@H](c1c(ccc(c1C(=O)[C@H]1C=CC=C(C1)C(=O)O)C)[C@@H](O)C)C(=O)O	OCC(c1c(ccc(c1C(=O)C1C=CC=C(C1)C(=O)O)C)C(O)C)C(=O)O
2190	OCCC(=O)C=C(C(=O)CC(=O)N[C@@H]1C=CCc2c1c(O)cc(c2CC)C(C)C)C(=O)O	OCCC(=O)C=C(C(=O)CC(=O)NC1C=CCc2c1c(O)cc(c2CC)C(C)C)C(=O)O
2191	COCc1c(C(=O)NC(=O)c2ccc3c(c2)cccc3)c([C@H](O)C)c(c2c1CC=CC2)CCO	COCc1c(C(=O)NC(=O)c2ccc3c(c2)cccc3)c(C(O)C)c(c2c1CC=CC2)CCO
2194	CO[C@@H]1C=CCc2c1c(ccc2N)C(=O)OC(=O)CCSCC(C)C	COC1C=CCc2c1c(ccc2N)C(=O)OC(=O)CCSCC(C)C
2195	CC[C@@H]([C@@H](C(=CCCCC(=O)O)C(O)(C)C)C1=CCc2c(C1)c(cc(c2)O)C(=O)O)CC(=O)O	CCC(C(C(=CCCCC(=O)O)C(O)(C)C)C1=CCc2c(C1)c(cc(c2)O)C(=O)O)CC(=O)O
2196	CCOC(=CC(=O)O)[C@H]([C@H](c1cccc(c1CO)F)c1ccccc1)C(=O)O	CCOC(=CC(=O)O)C(C(c1cccc(c1CO)F)c1ccccc1)C(=O)O
2197	CC[C@@H]1C=C[C@@H](c2c1c(OCC(C)C)c(O)cc2)C	CCC1C=CC(c2c1c(OCC(C)C)c(O)cc2)C
2198	NCCc1c(cccc1C(=O)O)[C@@H](OC/C=C\C(=O)O)CO	NCCc1c(cccc1C(=O)O)C(OCC=CC(=O)O)CO
2199	OC(=O)CCCOCC[C@@](c1ccc2c(c1)c(F)c(c(c2)O)Cl)(Cc1coc2c1cccc2)O	OC(=O)CCCOCCC(c1ccc2c(c1)c(F)c(c(c2)O)Cl)(Cc1coc2c1cccc2)O
2200	COCc1cccc2c1[C@H](C=C(C(=O)O)C)C(=C(C2)O)C[C@@H]1CCC=CC1=O	COCc1cccc2c1C(C=C(C(=O)O)C)C(=C(C2)O)CC1CCC=CC1=O
2201	CCCc1nc2[C@@H](O)CCCc2c2c1ccc(c2)CC	CCCc1nc2C(O)CCCc2c2c1ccc(c2)CC
2203	O=C(/C=C/c1[nH]c(cc1c1ccc(cc1C(=O)O)C(=O)NC(=O)O)C(=O)N)CCC(=O)O	O=C(C=Cc1[nH]c(cc1c1ccc(cc1C(=O)O)C(=O)NC(=O)O)C(=O)N)CCC(=O)O
2204	OCCc1cccc(c1C(=N)N)C/C=C\[C@H](CCC(=O)O)OC	OCCc1cccc(c1C(=N)N)CC=CC(CCC(=O)O)OC
2207	COC[C@@H](c1c(CC)c([nH]c1c1c(Cl)ccc(c1Cl)Cl)O)Cl	COCC(c1c(CC)c([nH]c1c1c(Cl)ccc(c1Cl)Cl)O)Cl
2208	CCCC(=O)NCCCc1c(O)nc(c(c1O)[C@H](c1ccc(c(c1)O)F)OC)O	CCCC(=O)NCCCc1c(O)nc(c(c1O)C(c1ccc(c(c1)O)F)OC)O
2209	CC[C@@H](n1ncnc1)CCCc1cc(Cl)ccc1COC(=O)c1ccc(o1)C	CCC(n1ncnc1)CCCc1cc(Cl)ccc1COC(=O)c1ccc(o1)C
2211	CCCCNC(=O)OC(=O)CCC(=O)OC(=O)N[C@H]1C=C[C@H]2c3c1cccc3CC=C2	CCCCNC(=O)OC(=O)CCC(=O)OC(=O)NC1C=CC2c3c1cccc3CC=C2
2213	CCCc1c(O)cc(c2c1[C@H](C=C1[C@@H]2C=CC(=C1O)C(=O)O)C(=O)O)O	CCCc1c(O)cc(c2c1C(C=C1C2C=CC(=C1O)C(=O)O)C(=O)O)O
2219	O=CNC=C(C1=CC(=O)c2c([C@@H]1OC(=O)NC(=O)C(Cl)Cl)cccc2C(=O)O)COC	O=CNC=C(C1=CC(=O)c2c(C1OC(=O)NC(=O)C(Cl)Cl)cccc2C(=O)O)COC
2220	Oc1cc(O)c(c(c1)O)C[C@H]1C=CCc2c1c(O)c(C)c(c2O)c1c2CC=CCc2n(c1O)C	Oc1cc(O)c(c(c1)O)CC1C=CCc2c1c(O)c(C)c(c2O)c1c2CC=CCc2n(c1O)C
2221	OCNC(=O)c1ccc2c(c1O)CC=C[C@@H]2SC	OCNC(=O)c1ccc2c(c1O)CC=CC2SC
2226	CC[C@H]1CCO[C@@H](C1)c1ccc(c2c1CCC[C@@H]2CO)C	CCC1CCOC(C1)c1ccc(c2c1CCCC2CO)C
2229	CCCCCCOc1c(Cl)ccc(c1C(=O)[C@@H](C#N)CC)S(=O)(=O)O	CCCCCCOc1c(Cl)ccc(c1C(=O)C(C#N)CC)S(=O)(=O)O
2234	OC(=O)CCC/C=C\Cc1ccc(c2c1cc(cc2)C(=O)N)C	OC(=O)CCCC=CCc1ccc(c2c1cc(cc2)C(=O)N)C
2235	CN[C@H](CC(=O)C(=CC(=O)CC(=O)O)N/C=C/C(=O)O)Cc1ccccc1	CNC(CC(=O)C(=CC(=O)CC(=O)O)NC=CC(=O)O)Cc1ccccc1
2236	C/C=C\1/C(=CC(=C([C@H]1c1cccc(c1)C(=O)O)C(=O)O)O)C	CC=C1C(=CC(=C(C1c1cccc(c1)C(=O)O)C(=O)O)O)C
2237	C[C@@H](c1c2[nH]c(nc2cc2c1c(co2)C(=O)O)O)O	CC(c1c2[nH]c(nc2cc2c1c(co2)C(=O)O)O)O
2239	OC(=O)[C@@H]1C=C2CC=CC[C@@H]2c2c1cc1cc(O)cc(c1c2O)O	OC(=O)C1C=C2CC=CCC2c2c1cc1cc(O)cc(c1c2O)O
2240	O/C=C(\c1ccc(cc1)CCOP(=O)(O)O)/CCC(=O)O	OC=C(c1ccc(cc1)CCOP(=O)(O)O)CCC(=O)O
2241	O=C(CCC(=O)O)OCCC/C(=C\C(=C(C(=O)O)C)C(C)(C)C)/F	O=C(CCC(=O)O)OCCCC(=CC(=C(C(=O)O)C)C(C)(C)C)F
2244	N#Cc1cccc(c1)[C@@H](COC(=O)NCc1c(O)nc(n1CC(=O)c1ccccc1)O)O	N#Cc1cccc(c1)C(COC(=O)NCc1c(O)nc(n1CC(=O)c1ccccc1)O)O
2245	C/C=C\C=C\[C@@H]1[C@@H](O)C[C@@H](c2c1c1c(cc2)occ1[C@H](C(F)(F)F)O)C=C(C)C	CC=CC=CC1C(O)CC(c2c1c1c(cc2)occ1C(C(F)(F)F)O)C=C(C)C
2247	CNC(=O)c1cccc(c1)CC(=CCc1ccc2c(n1)CC=C[C@@H]2O)C(=O)O	CNC(=O)c1cccc(c1)CC(=CCc1ccc2c(n1)CC=CC2O)C(=O)O
2248	OC(=O)CCc1cnc2c(c1)[C@H](C=C1[C@@H]2[C@H](Oc2ccccc2C(=O)O)[C@H](O)C=C1O)C(=O)O	OC(=O)CCc1cnc2c(c1)C(C=C1C2C(Oc2ccccc2C(=O)O)C(O)C=C1O)C(=O)O
2250	Oc1ncc2c(c1)[C@@H](O)C(=CC2)c1ccc2c(c1)[n+]([O-])c(nc2N)O	Oc1ncc2c(c1)C(O)C(=CC2)c1ccc2c(c1)n(=O)c(nc2N)O
2252	CCOC(=O)[C@@H](c1cc2c([nH]1)c(O)cnc2)c1cc(O)c2c(c1)ccc1c2c(O)ccc1	CCOC(=O)C(c1cc2c([nH]1)c(O)cnc2)c1cc(O)c2c(c1)ccc1c2c(O)ccc1
2254	O/C=N/NC(=O)c1cccc(c1)[C@](c1cc(Br)c2c(c1)cccc2)(C(=O)NCC(=O)O)C(=O)O	OC=NNC(=O)c1cccc(c1)C(c1cc(Br)c2c(c1)cccc2)(C(=O)NCC(=O)O)C(=O)O
2256	OC(=O)CC(=O)Cc1ccc(cc1)OCC(=O)c1cccc(c1)NC(=CC(=O)O)[C@@H](C(=O)O)O	OC(=O)CC(=O)Cc1ccc(cc1)OCC(=O)c1cccc(c1)NC(=CC(=O)O)C(C(=O)O)O
2257	OC(=O)CCc1cccc2c1cccc2[C@H](c1cccc(c1C(=O)O)/N=C\1/C=CC=C(C1)O)O	OC(=O)CCc1cccc2c1cccc2C(c1cccc(c1C(=O)O)N=C1C=CC=C(C1)O)O
2258	COc1cc(C/C=C/C(=O)OC(=O)C)cc2c1cccc2Cl	COc1cc(CC=CC(=O)OC(=O)C)cc2c1cccc2Cl
2259	Cc1ccc(cc1)C(=O)/C(=C/C=C(C(=C(Cc1ccccc1)C)C(=O)O)C(=O)O)/C	Cc1ccc(cc1)C(=O)C(=CC=C(C(=C(Cc1ccccc1)C)C(=O)O)C(=O)O)C
2261	C/C=C\C(=C\C[C@H](CNC(=O)c1c(OC)ccc(c1OCC(=O)O)Cl)C)\C	CC=CC(=CCC(CNC(=O)c1c(OC)ccc(c1OCC(=O)O)Cl)C)C
2262	CO[C@@H]1C=C(Cl)Nc2c1c(c[nH]2)Cc1ccc(c(c1NC)CO)SCC(C)C	COC1C=C(Cl)Nc2c1c(c[nH]2)Cc1ccc(c(c1NC)CO)SCC(C)C
2263	CCNc1ccc(cc1[C@@H](C(=O)O)C)CCCOC(=O)CC	CCNc1ccc(cc1C(C(=O)O)C)CCCOC(=O)CC
2266	COC(=C1C[C@H](O)C=CC1=C)c1ccc(cc1)O	COC(=C1CC(O)C=CC1=C)c1ccc(cc1)O
2268	O=CNc1ccc2c(c1)cccc2[C@@H](C(=O)O)CC(=O)O	O=CNc1ccc2c(c1)cccc2C(C(=O)O)CC(=O)O
2269	CCCC([C@@H]1C=CCc2c1ccc1c2CC=C[C@H]1F)(C)C	CCCC(C1C=CCc2c1ccc1c2CC=CC1F)(C)C
2270	COC1=CC=CC2=C(OC)[C@@H](c3c([C@@H]12)c(C)c(cc3)C)O	COC1=CC=CC2=C(OC)C(c3c(C12)c(C)c(cc3)C)O
2271	CCOC(=O)Cc1cc([nH]c1c1c(OC)ccc(c1NC(=O)O[P+](=O)[O-])CCC)O	CCOC(=O)Cc1cc([nH]c1c1c(OC)ccc(c1NC(=O)OP(=O)=O)CCC)O
2274	OCCOC(=O)N(C(=O)CCC)C(=O)NC(=O)[C@@H](C(=O)O)N	OCCOC(=O)N(C(=O)CCC)C(=O)NC(=O)C(C(=O)O)N
2277	CCC(=O)Oc1c(Cl)cc(c(c1C)[C@H]1CC(=C2[C@@H](C1)C=CC=C2)CC)[C@@H](O)N	CCC(=O)Oc1c(Cl)cc(c(c1C)C1CC(=C2C(C1)C=CC=C2)CC)C(O)N
2278	CCCCCO/N=C(/CC(=O)Nc1c(O)[nH]c2c1c(ccc2Cl)CC(=O)O)\O	CCCCCON=C(CC(=O)Nc1c(O)[nH]c2c1c(ccc2Cl)CC(=O)O)O
2280	CCOc1cccc(c1CCC(=O)c1ccccc1C[C@H](C(=O)O)CC(F)(F)F)F	CCOc1cccc(c1CCC(=O)c1ccccc1CC(C(=O)O)CC(F)(F)F)F
2281	Oc1ccc2c(c1)[C@@H](C=C([NH+]2[O-])O)c1cc(cc2c1c1occc1cc2O)C(=O)O	Oc1ccc2c(c1)C(C=C([NH+]2[O-])O)c1cc(cc2c1c1occc1cc2O)C(=O)O
2282	OC(=O)Cc1c(COc2ccccc2O)[nH]c2c1CC(=C[C@@H]2O)C	OC(=O)Cc1c(COc2ccccc2O)[nH]c2c1CC(=CC2O)C
2288	NCC(=O)c1c(CC)c(/C=C(/Cc2ccccc2O)\C)cc2c1c(ccc2)C(=O)O	NCC(=O)c1c(CC)c(C=C(Cc2ccccc2O)C)cc2c1c(ccc2)C(=O)O
2289	OC(=O)C[C@@H]1C=C[C@H](c2c1nc(O)c1c2cccc1)Cl	OC(=O)CC1C=CC(c2c1nc(O)c1c2cccc1)Cl
2290	OC(=O)/C=C/Cc1ccc(c(c1C(=O)NC(=O)[C@@H](C(=O)NC(=O)N)O)Cl)Cc1ccc(cc1)C(=O)O	OC(=O)C=CCc1ccc(c(c1C(=O)NC(=O)C(C(=O)NC(=O)N)O)Cl)Cc1ccc(cc1)C(=O)O
2292	CC[C@@H](c1ccc2c(c1)cc[nH]2)Cc1cc(O)c2c(c1O)[C@H](O)C=C[C@H]2C	CCC(c1ccc2c(c1)cc[nH]2)Cc1cc(O)c2c(c1O)C(O)C=CC2C
2294	O[C@@H](c1ccccc1)C[C@H](Cc1cccc(c1)C(=O)O)Oc1ccccc1	OC(c1ccccc1)CC(Cc1cccc(c1)C(=O)O)Oc1ccccc1
2297	CC/C=C/1\CC=Cc2c1cc(O)c1c2cc(o1)C(=O)O	CCC=C1CC=Cc2c1cc(O)c1c2cc(o1)C(=O)O
2298	N#C/C(=C\[C@@H](C(=O)O)NC(=O)NC(=O)N)/CCCC(=O)c1c(O)[nH]c(c1C(=O)O)O	N#CC(=CC(C(=O)O)NC(=O)NC(=O)N)CCCC(=O)c1c(O)[nH]c(c1C(=O)O)O
2299	OCC(=O)OCCc1coc2c1c(O)c(cc2)CCOC(=O)[C@@H](C(=O)O)O	OCC(=O)OCCc1coc2c1c(O)c(cc2)CCOC(=O)C(C(=O)O)O
2300	C/C=C\NCC1=CCc2c([C@H]1Nc1ccc(cc1C(=O)O)O)cccc2	CC=CNCC1=CCc2c(C1Nc1ccc(cc1C(=O)O)O)cccc2
2302	OC(=O)[C@@H](C[C@@H]1C=Cc2c3c1cccc3ccc2)C	OC(=O)C(CC1C=Cc2c3c1cccc3ccc2)C
2306	C/C=C\[C@@H]1C=CCc2c1cc(CNc1ccc(cc1C)O)c1c2c(O)ncc1O	CC=CC1C=CCc2c1cc(CNc1ccc(cc1C)O)c1c2c(O)ncc1O
2308	CCC1=C2C=C(O)C(=C[C@@H]2c2c(C1)cc1c(O)nc(c(c1c2)C(C(=O)O)C(=O)O)N)C(=O)O	CCC1=C2C=C(O)C(=CC2c2c(C1)cc1c(O)nc(c(c1c2)C(C(=O)O)C(=O)O)N)C(=O)O
2309	CC(=C/C=C/C(=O)O)/C=C(/OC(=CC(=CC(=N)C)C)C)\CC[n+]1c(O)c([nH]c1C(=O)O)C(=O)O	CC(=CC=CC(=O)O)C=C(OC(=CC(=CC(=N)C)C)C)CC[n+]1c(O)c([nH]c1C(=O)O)C(=O)O
2310	CO/C(=C/c1cc(Cl)cc(c1C(=O)NC(=O)Nc1ncc([nH]1)C)O)/C=C/c1ccccc1	COC(=Cc1cc(Cl)cc(c1C(=O)NC(=O)Nc1ncc([nH]1)C)O)C=Cc1ccccc1
2311	C=C/C=C(\[C@H](c1c(O)cccc1O)Cc1c(ccc2c1cc(O)cc2C(=O)O)C(=O)O)/C(=NO)O	C=CC=C(C(c1c(O)cccc1O)Cc1c(ccc2c1cc(O)cc2C(=O)O)C(=O)O)C(=NO)O
2312	CCCC/C=C\[C@](c1nccc(c1)O)(/C=C\CCC)CO	CCCCC=CC(c1nccc(c1)O)(C=CCCC)CO
2315	OCC(=C(C(=C(NC(=O)C(=O)CC(=O)O)C[C@@H](CCC(=O)O)O)C)CCC(=O)O)C	OCC(=C(C(=C(NC(=O)C(=O)CC(=O)O)CC(CCC(=O)O)O)C)CCC(=O)O)C
2316	COc1cccc(c1)[C@@H](c1ccc2c(c1)c(O)c1c3c2CC=C([C@@H]3N[C@H]1C(=O)O)O)O	COc1cccc(c1)C(c1ccc2c(c1)c(O)c1c3c2CC=C(C3NC1C(=O)O)O)O
2317	CCCOc1ccc(c(c1CCC1=C(N)[C@H](C(=O)O)c2c([C@@H]1OC)cc(cc2)C(=O)O)C(=O)O)C	CCCOc1ccc(c(c1CCC1=C(N)C(C(=O)O)c2c(C1OC)cc(cc2)C(=O)O)C(=O)O)C
2318	CN/C(=N/C(=C/C(C)C)/O)/NCc1cc(O)c2c(c1)ccc(c2)O	CNC(=NC(=CC(C)C)O)NCc1cc(O)c2c(c1)ccc(c2)O
2323	COCC(=C([C@@H](C(=O)O)C)NC)[C@H](Nc1cc2cc[nH]c2c(c1OC)O)CO	COCC(=C(C(C(=O)O)C)NC)C(Nc1cc2cc[nH]c2c(c1OC)O)CO
2327	COCc1c(C/C=C/CCC#N)cccc1Nc1ccccc1	COCc1c(CC=CCCC#N)cccc1Nc1ccccc1
2328	CCNC(=O)[C@H](c1cccc(c1C(=O)O)O)c1cc(CCC)cc(c1)CC(=O)O	CCNC(=O)C(c1cccc(c1C(=O)O)O)c1cc(CCC)cc(c1)CC(=O)O
2329	CC[C@@H](c1c(cccc1[C@H](O)C)CCC(=O)O)CO	CCC(c1c(cccc1C(O)C)CCC(=O)O)CO
2332	OC(=O)CC[C@@H](Cc1c(O)c(O)c2c(c1c1cccc(c1)C(=O)O)cc(cc2O)O)O	OC(=O)CCC(Cc1c(O)c(O)c2c(c1c1cccc(c1)C(=O)O)cc(cc2O)O)O
2333	OCCC(=O)O[P@](=O)(OC(=O)NC(=O)OC(=O)Cc1ccc(c(c1)F)C(=O)O)O	OCCC(=O)OP(=O)(OC(=O)NC(=O)OC(=O)Cc1ccc(c(c1)F)C(=O)O)O
2334	CO[C@H](S(=O)(=O)O)CCc1c(NC)ccc2c1c1c(cc2)cccc1C(=O)O	COC(S(=O)(=O)O)CCc1c(NC)ccc2c1c1c(cc2)cccc1C(=O)O
2336	CC[C@@H]1C(=O)C=C[C@H]([C@H]1c1ccc(c(c1)OCC(=O)O)O)C(=O)O	CCC1C(=O)C=CC(C1c1ccc(c(c1)OCC(=O)O)O)C(=O)O
2337	OC(=C)N[C@@H]1C=C(C)[C@H](c2c1c1ccc(c(c1cn2)O)O)O	OC(=C)NC1C=C(C)C(c2c1c1ccc(c(c1cn2)O)O)O
2338	COc1cc(cc2c1c(O)c1ccc(cc1c2C(=O)O)C)[C@@H](CCC(=O)O)O	COc1cc(cc2c1c(O)c1ccc(cc1c2C(=O)O)C)C(CCC(=O)O)O
2339	C/C=C(\C=C\1/CC=CC(=C1C(=O)O)O)/C/C=C(\c1cc2ccccc2cc1F)/C(=O)NC(=O)C	CC=C(C=C1CC=CC(=C1C(=O)O)O)CC=C(c1cc2ccccc2cc1F)C(=O)NC(=O)C
2341	COCc1c2CC=C[C@H]3c2c(c2c1cccc2C(=O)O)[C@H]1C(=N3)C(=CC=C1)OC	COCc1c2CC=CC3c2c(c2c1cccc2C(=O)O)C1C(=N3)C(=CC=C1)OC
2342	COC[C@H]1c2ccccc2Cc2c1c(ccc2O)C=C(C(=O)O)CC(=CC(=O)O)OCCCCCC	COCC1c2ccccc2Cc2c1c(ccc2O)C=C(C(=O)O)CC(=CC(=O)O)OCCCCCC
2343	CCNC(CCC[C@H]([C@H](c1cc(cc2c1CCC[C@@H]2O)C(=O)O)O)C(=O)O)(C)C	CCNC(CCCC(C(c1cc(cc2c1CCCC2O)C(=O)O)O)C(=O)O)(C)C
2346	COCC1=C(CCC(=O)NC(=O)C(C(=O)O)C(=O)O)[C@@H](c2c(C1)ccc(c2O)C)C	COCC1=C(CCC(=O)NC(=O)C(C(=O)O)C(=O)O)C(c2c(C1)ccc(c2O)C)C
2347	OC/C(=C\C[C@H](C(=O)CC(=O)OC(=O)CC)C[C@@H](CCc1ccc([nH]1)C)O)/C	OCC(=CCC(C(=O)CC(=O)OC(=O)CC)CC(CCc1ccc([nH]1)C)O)C
2350	COc1ccccc1NC=C(C(=O)CC(=O)Nc1c[nH]c(c1)C)/N=C(\c1cccc(c1)C)/O	COc1ccccc1NC=C(C(=O)CC(=O)Nc1c[nH]c(c1)C)N=C(c1cccc(c1)C)O
2351	OCC/C=C(\N=C(/NC1=C2NC(=C[C@@H]2c2c([C@@H]1O)c(O)cc1c2CC=CC1)O)\O)/O	OCCC=C(N=C(NC1=C2NC(=CC2c2c(C1O)c(O)cc1c2CC=CC1)O)O)O
2352	O=C(NC(=O)c1ccccc1)C[C@@H](C(=O)O)NC(=O)c1ccc([nH]1)CC(O)(C)C	O=C(NC(=O)c1ccccc1)CC(C(=O)O)NC(=O)c1ccc([nH]1)CC(O)(C)C
2355	C/C=N\Cc1cc(cc(c1)C)CC(=C1CCC=C2[C@H]1CC=CC2)C(=O)O	CC=NCc1cc(cc(c1)C)CC(=C1CCC=C2C1CC=CC2)C(=O)O
2357	COCc1c2NC3=C(Cc2cc(c1[C@H](OC)CC)O)[C@H](C=C[C@H]3OCC)/N=C\C	COCc1c2NC3=C(Cc2cc(c1C(OC)CC)O)C(C=CC3OCC)N=CC
2360	CCCCCOC(=O)[C@H](c1ccc(c2c1c(N)c(C)cc2)Oc1ccccc1)C(=O)O	CCCCCOC(=O)C(c1ccc(c2c1c(N)c(C)cc2)Oc1ccccc1)C(=O)O
2361	COCC[C@H]([C@H](c1cc2ccc(c(c2c(c1O)CCCl)Cc1[nH]ccc1)O)O)CCCOC(=O)C	COCCC(C(c1cc2ccc(c(c2c(c1O)CCCl)Cc1[nH]ccc1)O)O)CCCOC(=O)C
2362	N#CCC(=O)OC(=O)Nc1ccc2c(c1)[C@@H](O)C=C([C@H]2[C@@H]1CC=CC=C1)CC	N#CCC(=O)OC(=O)Nc1ccc2c(c1)C(O)C=C(C2C1CC=CC=C1)CC
2364	CCCOc1c(oc2c1c1cc(ccc1c(c2)O)CC(=O)O)[C@H](CCCC)O	CCCOc1c(oc2c1c1cc(ccc1c(c2)O)CC(=O)O)C(CCCC)O
2365	OC(=O)CCc1ccc2c(c1)cc1c(c2)c(C(=O)N[C@H](C(=O)O)CC(=O)O)c(cc1)I	OC(=O)CCc1ccc2c(c1)cc1c(c2)c(C(=O)NC(C(=O)O)CC(=O)O)c(cc1)I
2367	CO[C@H](C1=C2[C@H](O)CCC[C@@H]2c2c3c1ccc(c3cc(c2)C)c1ccco1)C	COC(C1=C2C(O)CCCC2c2c3c1ccc(c3cc(c2)C)c1ccco1)C
2371	CO[C@H](C(=O)[C@@H](c1ccccc1CC)C)/C=N\[C@H](c1ccccc1)C(=O)O	COC(C(=O)C(c1ccccc1CC)C)C=NC(c1ccccc1)C(=O)O
2372	CCN(C(=O)C[P@@](=O)(CC(=O)O)O)C(=O)NC(=O)c1cc(C)cc2c1CC=C1[C@@H]2NC(=N1)OC	CCN(C(=O)CP(=O)(CC(=O)O)O)C(=O)NC(=O)c1cc(C)cc2c1CC=C1C2NC(=N1)OC
2374	OC(=O)CCCc1c[nH]c(c1)/C=C\c1cccc2c1cccc2	OC(=O)CCCc1c[nH]c(c1)C=Cc1cccc2c1cccc2
2375	COc1cc2cc(C)cc(c2c2c1cc(cc2c1cnc(o1)C(=O)[C@H](C(=O)O)N)C(=O)O)C	COc1cc2cc(C)cc(c2c2c1cc(cc2c1cnc(o1)C(=O)C(C(=O)O)N)C(=O)O)C
2376	CO[C@H](c1cccc2c1occ2)c1c(O)ccc2c1CC(=C[C@@H]2Cl)C(=O)O	COC(c1cccc2c1occ2)c1c(O)ccc2c1CC(=CC2Cl)C(=O)O
2378	N#C[C@@H]([C@H]([C@H]1C=CCc2c1c(C)ccc2)C)C(=O)O	N#CC(C(C1C=CCc2c1c(C)ccc2)C)C(=O)O
2379	CC[C@H]1C=C(Cc2c1ccc1c2[C@H]2CC=C[C@H](C2=CC1)O)C(=O)O	CCC1C=C(Cc2c1ccc1c2C2CC=CC(C2=CC1)O)C(=O)O
2382	CCc1cc2[C@@H](Cl)C(=CCc2c2c1CC(=C[C@H]2[C@H](c1cccc(c1)C)C)C)C	CCc1cc2C(Cl)C(=CCc2c2c1CC(=CC2C(c1cccc(c1)C)C)C)C
2386	OC(=O)[C@@H]1C=Cc2c3c1c(O)cc(c3c(c(c2)C)O)C	OC(=O)C1C=Cc2c3c1c(O)cc(c3c(c(c2)C)O)C
2388	ClC1=C(C)[C@@H]2C(=C[C@@H](c3c2c(C)ccc3O)NS(=O)(=O)c2c(ccc3c2cccc3)C(=O)O)C=C1	ClC1=C(C)C2C(=CC(c3c2c(C)ccc3O)NS(=O)(=O)c2c(ccc3c2cccc3)C(=O)O)C=C1
2389	CCc1c(cc(c(c1[C@@H](O)C)O)C(=O)NC(=O)NCCCC(=O)O)[C@@H](NC(=CC(=O)O)O)C	CCc1c(cc(c(c1C(O)C)O)C(=O)NC(=O)NCCCC(=O)O)C(NC(=CC(=O)O)O)C
2390	N#C[C@@H](C(=O)NC(=CC(=O)O)/C=C\C(=CC(=O)O)O)C[C@H](CCC(=O)O)C	N#CC(C(=O)NC(=CC(=O)O)C=CC(=CC(=O)O)O)CC(CCC(=O)O)C
2391	CCCOC/C=C(/C(=O)O)\Cc1ccc2c(c1)[C@H](C=CC2)c1[nH]cc(c1)C(=O)[C@@H](C(=O)O)N	CCCOCC=C(C(=O)O)Cc1ccc2c(c1)C(C=CC2)c1[nH]cc(c1)C(=O)C(C(=O)O)N
2394	C[C@@H]1CCC[C@H](C1)Oc1c(Cl)cc2c(c1O)c(Cl)ccc2	CC1CCCC(C1)Oc1c(Cl)cc2c(c1O)c(Cl)ccc2
2395	OC(=O)CC(=O)C1=C/C(=C/Cc2cnc(cc2C)O)/CCC1	OC(=O)CC(=O)C1=CC(=CCc2cnc(cc2C)O)CCC1
2396	CO[C@H]1C[C@H](C)CC(=C([C@@H](c2cccc(c2)C[C@@H](C(=O)O)C)c2ccccc2)C(=O)O)C1	COC1CC(C)CC(=C(C(c2cccc(c2)CC(C(=O)O)C)c2ccccc2)C(=O)O)C1
2399	OC[C@@H]1C=CC(=O)C(=C1)C(=O)c1cccc(c1c1ccccc1F)OC	OCC1C=CC(=O)C(=C1)C(=O)c1cccc(c1c1ccccc1F)OC
2400	CNC(=O)CC(=C(C(=O)O[C@@H]1C=C[C@@H]2c3c1cc(cc3C=CC2)C(=O)O)C(=O)O)O	CNC(=O)CC(=C(C(=O)OC1C=CC2c3c1cc(cc3C=CC2)C(=O)O)C(=O)O)O
2403	CO[C@H]1CCCC[C@@H]1C(=O)c1ccc(cc1O)O	COC1CCCCC1C(=O)c1ccc(cc1O)O
2404	COC(=O)c1cc(/C=C/Cc2ccc(c(c2CC(=O)O)C(=O)O)O)cc(c1)O	COC(=O)c1cc(C=CCc2ccc(c(c2CC(=O)O)C(=O)O)O)cc(c1)O
2405	COC[C@@H](C(=C(O)C)C=C(C(=O)C)C)c1cc(O)cc(c1)c1ccoc1	COCC(C(=C(O)C)C=C(C(=O)C)C)c1cc(O)cc(c1)c1ccoc1
2407	C/C=C\c1cc(NC(=O)OC(=O)CC(=O)O)c2c(c1)cc([nH]2)C(CC)(C)C	CC=Cc1cc(NC(=O)OC(=O)CC(=O)O)c2c(c1)cc([nH]2)C(CC)(C)C
