counter	SMILES (prior)	SMILES (after) round trip:
2555	O=CNc1cc(NC(=O)CC(=O)O)c2c(c1)cc(c(c2c1ccccc1OC)O)C(=O)O	O=CNc1cc(NC(=O)CC(=O)O)c2c(c1)cc(c(c2c1ccccc1OC)O)C(=O)O
2559	O=CNc1cc(OCC)c(c2c1c(C)c(CC)c1c2cccc1)C(C(=O)O)(F)F	O=CNc1cc(OCC)c(c2c1c(C)c(CC)c1c2cccc1)C(C(=O)O)(F)F
2563	Oc1ccc2c(c1C(c1ccc(cc1C(=O)O)C(=O)N)(C)C)c(Cl)c1c(c2Cl)c(F)c(cc1O)Cl	Oc1ccc2c(c1C(c1ccc(cc1C(=O)O)C(=O)N)(C)C)c(Cl)c1c(c2Cl)c(F)c(cc1O)Cl
2566	CC(CCOc1c(c(CCC(=O)O)ccc1S(=O)(=O)N)C(C(=O)O)C(=O)O)C	CC(CCOc1c(c(CCC(=O)O)ccc1S(=O)(=O)N)C(C(=O)O)C(=O)O)C
2571	COc1c(CCC(=O)O)c(N)cc2c1cc([nH]2)c1cscc1	COc1c(CCC(=O)O)c(N)cc2c1cc([nH]2)c1cscc1
2572	COc1ccc(c2c1c(Br)c(O)cc2O)CCNC(=O)c1cccc2c1cc[nH]2	COc1ccc(c2c1c(Br)c(O)cc2O)CCNC(=O)c1cccc2c1cc[nH]2
2573	OC(=O)Nc1cc(C(=O)O)c(cc1O)c1nc([nH]c1c1c(O)ccc2c1c(O)c(cc2)N)C	OC(=O)Nc1cc(C(=O)O)c(cc1O)c1nc([nH]c1c1c(O)ccc2c1c(O)c(cc2)N)C
2575	COCc1nc2c(o1)c1c(cccc1c(c2C(=O)O)O)C(C)C	COCc1nc2c(o1)c1c(cccc1c(c2C(=O)O)O)C(C)C
2577	CCCNc1ncc([nH]1)c1ccc2c(c1)nc1c(c2)cc(c(c1C#N)CC)C	CCCNc1ncc([nH]1)c1ccc2c(c1)nc1c(c2)cc(c(c1C#N)CC)C
2580	COc1cc(OC)c(cc1c1ccc(cc1C)O)C(=O)O	COc1cc(OC)c(cc1c1ccc(cc1C)O)C(=O)O
2583	COc1cc(N)c2c(c1F)c(C(=O)N)c1c(c2OC)cc(c(c1OC)C(=O)CCC(=O)O)C(=O)O	COc1cc(N)c2c(c1F)c(C(=O)N)c1c(c2OC)cc(c(c1OC)C(=O)CCC(=O)O)C(=O)O
2584	CCCc1ccc(cc1)OCc1ccc(cc1)S(=O)(=O)O	CCCc1ccc(cc1)OCc1ccc(cc1)S(=O)(=O)O
2587	OC(=O)CC(=O)Oc1c(cccc1C(=O)O)CCc1cccc(c1)F	OC(=O)CC(=O)Oc1c(cccc1C(=O)O)CCc1cccc(c1)F
2589	OCc1occ(c1)c1c[nH]c2c1c(c(cc2)C)C(CCc1cccc2c1ccc(c2I)O)(C)C	OCc1occ(c1)c1c[nH]c2c1c(c(cc2)C)C(CCc1cccc2c1ccc(c2I)O)(C)C
2591	CCCCC(=O)OC(=O)NC(=O)NC(=O)Nc1cc2cc(ccc2c(c1C(=O)O)OC)C(=O)O	CCCCC(=O)OC(=O)NC(=O)NC(=O)Nc1cc2cc(ccc2c(c1C(=O)O)OC)C(=O)O
2593	COC(=C(c1ccccc1)CC(c1ccc([nH]1)C(=O)O)(C)C)c1ccccc1C(=O)O	COC(=C(c1ccccc1)CC(c1ccc([nH]1)C(=O)O)(C)C)c1ccccc1C(=O)O
2595	CC(=O)OC(=O)NCC(=O)c1ccc(c2c1c(N)nc(c2)C(=O)O)C	CC(=O)OC(=O)NCC(=O)c1ccc(c2c1c(N)nc(c2)C(=O)O)C
2598	OCc1c(Cc2cccc(c2)C)[nH]c(c1c1ccccc1)O	OCc1c(Cc2cccc(c2)C)[nH]c(c1c1ccccc1)O
2602	CCCCc1ccc(c2c1c(c(O)nc2O)C(=O)c1[nH]c2c(c1)cccc2OC)O	CCCCc1ccc(c2c1c(c(O)nc2O)C(=O)c1[nH]c2c(c1)cccc2OC)O
2603	OC(=O)C(Oc1c(ccc2c1c1CC=CCc1[nH]2)C(=O)O)(C)C	OC(=O)C(Oc1c(ccc2c1c1CC=CCc1[nH]2)C(=O)O)(C)C
2604	COc1cc(ccc1n1cc(c(n1)CC)NC(=O)CC(=O)O)c1ccccc1	COc1cc(ccc1n1cc(c(n1)CC)NC(=O)CC(=O)O)c1ccccc1
2605	CCc1cccc(c1CCc1ccc(c(c1)C(=O)O)C(=O)O)CC	CCc1cccc(c1CCc1ccc(c(c1)C(=O)O)C(=O)O)CC
2608	O=C1C=CC(=O)C(=C1Cc1ccnc2c1cc1cc(Cl)c(cc1c2)C(=O)O)O	O=C1C=CC(=O)C(=C1Cc1ccnc2c1cc1cc(Cl)c(cc1c2)C(=O)O)O
2609	CCCOC(=O)CC(=O)NC(=O)c1ccccc1	CCCOC(=O)CC(=O)NC(=O)c1ccccc1
2611	CCCCCCOC(=O)Nc1c(ccc2c1occ2)NC(=Cc1ccc([nH]1)C(=O)O)OC	CCCCCCOC(=O)Nc1c(ccc2c1occ2)NC(=Cc1ccc([nH]1)C(=O)O)OC
2612	Oc1cc(cc(c1)C(=O)O)Oc1c(C)oc2c1cccc2	Oc1cc(cc(c1)C(=O)O)Oc1c(C)oc2c1cccc2
2617	CC(Cc1cc(cc2c1cc(C(=O)O)c(c2)F)S(=O)(=O)O)C	CC(Cc1cc(cc2c1cc(C(=O)O)c(c2)F)S(=O)(=O)O)C
2622	CCc1ccccc1C(=O)NC1=C(O)C(=O)C=CC1=O	CCc1ccccc1C(=O)NC1=C(O)C(=O)C=CC1=O
2627	Oc1ccccc1c1ccc(cc1)c1c(O)ccc2c1cccc2O	Oc1ccccc1c1ccc(cc1)c1c(O)ccc2c1cccc2O
2628	OC(=O)Cc1cc(C)c2c3c1Cc1occc1-c3cc(c2)O	OC(=O)Cc1cc(C)c2c3c1Cc1occc1-c3cc(c2)O
2629	CCc1ccc([nH]1)C(=O)OS(=O)(=O)CSc1sccc1COc1cc(O)ccc1C(C)(C)C	CCc1ccc([nH]1)C(=O)OS(=O)(=O)CSc1sccc1COc1cc(O)ccc1C(C)(C)C
2630	O=C(OC(=O)c1cc[nH]c1O)COc1ccc2c(c1)cccc2O	O=C(OC(=O)c1cc[nH]c1O)COc1ccc2c(c1)cccc2O
2633	OC(=O)c1cccc(c1)CCC(c1c(O)c(Cl)ccc1S(=O)(=O)N)(C)C	OC(=O)c1cccc(c1)CCC(c1c(O)c(Cl)ccc1S(=O)(=O)N)(C)C
2634	OC(=O)CC(=O)c1cc2cc(ccc2c2c1n(c(c2)O)c1c(O)[nH]c(c1NC(=O)C)O)C(=O)O	OC(=O)CC(=O)c1cc2cc(ccc2c2c1n(c(c2)O)c1c(O)[nH]c(c1NC(=O)C)O)C(=O)O
2636	O=C(Nc1ccccc1C(C)C)NC(=O)c1ccc2c(c1)c(O)c1c(c2O)ccc(c1)Cl	O=C(Nc1ccccc1C(C)C)NC(=O)c1ccc2c(c1)c(O)c1c(c2O)ccc(c1)Cl
2639	COc1c(NC(=O)N)c(C(=O)O)c2c(c1OC)c1ccc(c(c1cc2)S(=O)(=O)O)C(=O)O	COc1c(NC(=O)N)c(C(=O)O)c2c(c1OC)c1ccc(c(c1cc2)S(=O)(=O)O)C(=O)O
2642	CCc1cc(C)cc(c1Cc1ccc2c(c1)cc[nH]2)C(=O)NNC(=O)CC(=O)O	CCc1cc(C)cc(c1Cc1ccc2c(c1)cc[nH]2)C(=O)NNC(=O)CC(=O)O
2645	CCc1cc(Cl)c(c2c1c(C#N)cc(c2)F)C(=O)OP(=O)(O)O	CCc1cc(Cl)c(c2c1c(C#N)cc(c2)F)C(=O)OP(=O)(O)O
2647	O=C1C=C(Cc2ccc(cc2C(=O)O)Cl)C(=O)C(=C1)C(=O)O	O=C1C=C(Cc2ccc(cc2C(=O)O)Cl)C(=O)C(=C1)C(=O)O
2656	OC(=O)c1ccc2c3c1c(O)c1CC=CCc1c3CC=C2	OC(=O)c1ccc2c3c1c(O)c1CC=CCc1c3CC=C2
2657	OC(=O)c1cc2cc(cc(c2cc1c1ccc(c(c1)C(=O)O)O)O)C(=O)O	OC(=O)c1cc2cc(cc(c2cc1c1ccc(c(c1)C(=O)O)O)O)C(=O)O
2661	OC(=O)Cc1cccc2c1c(c(cc2)O)c1cccc(c1)C(=O)O	OC(=O)Cc1cccc2c1c(c(cc2)O)c1cccc(c1)C(=O)O
2662	Nc1nc2c(Cl)cccc2cc1C(=O)NS(=O)(=O)c1ccc2c(c1)cccc2	Nc1nc2c(Cl)cccc2cc1C(=O)NS(=O)(=O)c1ccc2c(c1)cccc2
2665	CNCC(=O)OC(=O)CCc1ccc(o1)C(C)(C)C	CNCC(=O)OC(=O)CCc1ccc(o1)C(C)(C)C
2667	CC(=O)NC(=O)C(c1cccc2c1c1ccc3c(c1cc2)cccc3)(F)F	CC(=O)NC(=O)C(c1cccc2c1c1ccc3c(c1cc2)cccc3)(F)F
2670	BrC=C(c1cccc2c1occ2)c1ccc2c(c1)cccc2CC(=O)O	BrC=C(c1cccc2c1occ2)c1ccc2c(c1)cccc2CC(=O)O
2675	CCC(=O)c1cc2cc(O)c3c(c2cc1OC)cc(c(c3)OC)O	CCC(=O)c1cc2cc(O)c3c(c2cc1OC)cc(c(c3)OC)O
2677	CCCCc1cccc(c1O)c1cc(Cl)c(c2c1cc(O)c(c2O)Cl)Cl	CCCCc1cccc(c1O)c1cc(Cl)c(c2c1cc(O)c(c2O)Cl)Cl
2683	Oc1cc(O)c2c(c1)c(CCOC(=O)c1ccc(c(c1C(=O)O)Cl)O)cc(c2S(=O)(=O)N)O	Oc1cc(O)c2c(c1)c(CCOC(=O)c1ccc(c(c1C(=O)O)Cl)O)cc(c2S(=O)(=O)N)O
2684	COc1cc(O)cc(c1C(=O)O)OCC(Cc1ccc(cc1C(=O)O)Cl)(F)F	COc1cc(O)cc(c1C(=O)O)OCC(Cc1ccc(cc1C(=O)O)Cl)(F)F
2685	CCc1cc(O)c2c(c1)c(Cl)c(c1c2ccc(c1Cl)C(=O)C)OCC(=O)O	CCc1cc(O)c2c(c1)c(Cl)c(c1c2ccc(c1Cl)C(=O)C)OCC(=O)O
2686	OCC(=C(C(=O)NCC(=O)O)Cc1ccccc1)C	OCC(=C(C(=O)NCC(=O)O)Cc1ccccc1)C
2687	OC(=O)c1nccn1c1[nH]cc(n1)c1cc2c([nH]1)c(O)c1c(c2)cco1	OC(=O)c1nccn1c1[nH]cc(n1)c1cc2c([nH]1)c(O)c1c(c2)cco1
2694	Oc1cccc(c1)C(c1cc(F)cc(c1O)Cl)(F)F	Oc1cccc(c1)C(c1cc(F)cc(c1O)Cl)(F)F
2695	CCc1ccc2c(c1)c(ccc2S(=O)(=O)N)NC(=O)OC(=O)c1ccc(cc1O)C	CCc1ccc2c(c1)c(ccc2S(=O)(=O)N)NC(=O)OC(=O)c1ccc(cc1O)C
2702	Cc1cccc(c1)Cc1cc(O)c2c(c1)cco2	Cc1cccc(c1)Cc1cc(O)c2c(c1)cco2
2704	CCCCC(=O)OC(=O)Cn1cnc2c1ccc(c2O)c1c(ccc(c1O)C(=O)O)C(=CC=C)C	CCCCC(=O)OC(=O)Cn1cnc2c1ccc(c2O)c1c(ccc(c1O)C(=O)O)C(=CC=C)C
2707	COc1c(NCS(=O)(=O)O)c(ccc1C(C)C)CC(=O)NC(=O)c1nc(C(=O)O)c(cc1O)O	COc1c(NCS(=O)(=O)O)c(ccc1C(C)C)CC(=O)NC(=O)c1nc(C(=O)O)c(cc1O)O
2708	COc1ccc(cc1)Nc1cnc(c(c1)C(=O)NS(=O)(=O)O)C	COc1ccc(cc1)Nc1cnc(c(c1)C(=O)NS(=O)(=O)O)C
2710	N#Cc1ccc2c(c1)cc(c1c2ccc(c1Cl)S(=O)(=O)O)COC(=O)C	N#Cc1ccc2c(c1)cc(c1c2ccc(c1Cl)S(=O)(=O)O)COC(=O)C
2711	CCCc1ccc([nH]1)c1ccc(cc1)S(=O)(=O)OC(=O)CC(=O)O	CCCc1ccc([nH]1)c1ccc(cc1)S(=O)(=O)OC(=O)CC(=O)O
2716	NC(=O)OC(=O)NC(=O)c1ccc(cc1Cl)Cn1c(cc2c1c1cc[nH]c1cc2)C(=O)O	NC(=O)OC(=O)NC(=O)c1ccc(cc1Cl)Cn1c(cc2c1c1cc[nH]c1cc2)C(=O)O
2721	CCCCC(=O)OC(=O)Cc1cc(Br)c(c2c1c(OC)ccc2C(=O)O)Cl	CCCCC(=O)OC(=O)Cc1cc(Br)c(c2c1c(OC)ccc2C(=O)O)Cl
2722	OCCC(=Cc1ccccc1c1nc(c([nH]1)C)CCO)C	OCCC(=Cc1ccccc1c1nc(c([nH]1)C)CCO)C
2725	OC(=Cc1ccccc1F)Nc1cc(cc2c1c(O)ccc2)C(=O)O	OC(=Cc1ccccc1F)Nc1cc(cc2c1c(O)ccc2)C(=O)O
2729	OC(=O)CCC(=O)OC(=O)c1ccc(c2c1c(O)ccc2F)O	OC(=O)CCC(=O)OC(=O)c1ccc(c2c1c(O)ccc2F)O
2731	Cc1ccc(c(c1)Cc1c(C)cccc1c1ccccc1O)O	Cc1ccc(c(c1)Cc1c(C)cccc1c1ccccc1O)O
2733	Oc1ccc(cc1)CCOC(=O)c1c(O)[nH]cc1c1occ(c1)CNS(=O)(=O)O	Oc1ccc(cc1)CCOC(=O)c1c(O)[nH]cc1c1occ(c1)CNS(=O)(=O)O
2734	COCC=C(c1c(CN)oc(c1C)C(=O)O)CO	COCC=C(c1c(CN)oc(c1C)C(=O)O)CO
2737	O=C(NC1=C(C)C(=O)C(=CC1=O)CC(=O)O)CCc1ccccc1	O=C(NC1=C(C)C(=O)C(=CC1=O)CC(=O)O)CCc1ccccc1
2738	COCc1ccc2c3c1c1c(oc4c1ccc(c4O)C(=O)O)c(c3CC=C2)O	COCc1ccc2c3c1c1c(oc4c1ccc(c4O)C(=O)O)c(c3CC=C2)O
2739	CCCOC(=O)CCCCOc1cc(C(=O)O)c2c(c1C)[nH]c(c2)CCC(=O)O	CCCOC(=O)CCCCOc1cc(C(=O)O)c2c(c1C)[nH]c(c2)CCC(=O)O
2743	CCc1cc(C(=O)O)c2c(c1)c1cc(C)cc(c1c(n2)C)C	CCc1cc(C(=O)O)c2c(c1)c1cc(C)cc(c1c(n2)C)C
2744	OC(=O)COc1cc2cc([nH]c2cc1OC(C(=O)O)(C)C)C	OC(=O)COc1cc2cc([nH]c2cc1OC(C(=O)O)(C)C)C
2745	Oc1ccc(c(c1)F)S(=O)(=O)NC(=O)c1ccc2c(c1)cc(cc2)N	Oc1ccc(c(c1)F)S(=O)(=O)NC(=O)c1ccc2c(c1)cc(cc2)N
2747	OCNC(=C(C(=O)O)CCCOc1ccc2c(c1)[nH]cc2)O	OCNC(=C(C(=O)O)CCCOc1ccc2c(c1)[nH]cc2)O
2751	CCCOC(=O)N(c1ccc2c(c1O)c(ccc2)CCC(=O)O)C=O	CCCOC(=O)N(c1ccc2c(c1O)c(ccc2)CCC(=O)O)C=O
2757	Fc1ccc(c(c1)C(=O)Cc1c[nH]c2c1cc(C)c(n2)O)C(=O)O	Fc1ccc(c(c1)C(=O)Cc1c[nH]c2c1cc(C)c(n2)O)C(=O)O
2758	C=CCc1cc(ccc1C(=O)NS(=O)(=O)C)C(=O)CCC(=O)OC(=O)c1cccc2c1cccc2OC	C=CCc1cc(ccc1C(=O)NS(=O)(=O)C)C(=O)CCC(=O)OC(=O)c1cccc2c1cccc2OC
2759	COc1ccc(c2c1cc(C(=O)O)c(c2)Oc1cccc(c1C(=O)O)F)F	COc1ccc(c2c1cc(C(=O)O)c(c2)Oc1cccc(c1C(=O)O)F)F
2760	ON=C(C(=O)CC(=O)O)CC(=O)c1cccc(c1)C(=O)O	ON=C(C(=O)CC(=O)O)CC(=O)c1cccc(c1)C(=O)O
2761	OC(=O)CCc1[nH]c2c(c1)c(Cl)cc1c2Cc2cc(cc(c2C1)O)C(=O)O	OC(=O)CCc1[nH]c2c(c1)c(Cl)cc1c2Cc2cc(cc(c2C1)O)C(=O)O
2767	CCCc1oc2c(c1C)c(c1c(c2)ccc(c1)CCCOc1ccccc1)S(=O)(=O)O	CCCc1oc2c(c1C)c(c1c(c2)ccc(c1)CCCOc1ccccc1)S(=O)(=O)O
2769	COC(=Cc1cccc(c1)O)c1cnc(cc1C(=O)C)C(=O)O	COC(=Cc1cccc(c1)O)c1cnc(cc1C(=O)C)C(=O)O
2770	N#Cc1cc2c(cc1OC)ccc(c2Cc1c(ccc2c1CC=CC2)C(=O)O)O	N#Cc1cc2c(cc1OC)ccc(c2Cc1c(ccc2c1CC=CC2)C(=O)O)O
2774	COc1cc(CCC(=O)O)c(cc1c1ccco1)O	COc1cc(CCC(=O)O)c(cc1c1ccco1)O
2777	CCCCn1c(CO)cc(c1S(=O)(=O)N)OCc1ccc(c(c1)Br)OC	CCCCn1c(CO)cc(c1S(=O)(=O)N)OCc1ccc(c(c1)Br)OC
2778	COc1cc(Cl)c2c(c1Oc1cccc(c1)Cl)[nH]cc2	COc1cc(Cl)c2c(c1Oc1cccc(c1)Cl)[nH]cc2
2779	OC(=O)CCCOc1c(Cl)cc2c(c1F)cc1c(c2O)c(co1)CC(=O)O	OC(=O)CCCOc1c(Cl)cc2c(c1F)cc1c(c2O)c(co1)CC(=O)O
2784	COc1cc(ccc1O)c1ccc(cc1O)Sc1ccccc1C(=O)O	COc1cc(ccc1O)c1ccc(cc1O)Sc1ccccc1C(=O)O
2786	CCOC(=O)C(=C(CC(=O)N)O)Cc1cccc(c1C(=O)O)C(=O)O	CCOC(=O)C(=C(CC(=O)N)O)Cc1cccc(c1C(=O)O)C(=O)O
2793	CCCCOC(=O)c1cc(Cl)c(cc1S(=O)(=O)O)c1ccccc1C(=O)O	CCCCOC(=O)c1cc(Cl)c(cc1S(=O)(=O)O)c1ccccc1C(=O)O
2798	O=C(Nc1c(cc(c(c1Br)O)Cl)C(=O)O)NC(=S)Nc1ccc(c(c1)O)F	O=C(Nc1c(cc(c(c1Br)O)Cl)C(=O)O)NC(=S)Nc1ccc(c(c1)O)F
2799	Oc1ccc(cc1)c1cccc(c1S(=O)(=O)O)C(=O)O	Oc1ccc(cc1)c1cccc(c1S(=O)(=O)O)C(=O)O
2800	Oc1ccc2c(c1)cc(cc2Nc1ccccc1C(=O)O)C(=O)O	Oc1ccc2c(c1)cc(cc2Nc1ccccc1C(=O)O)C(=O)O
2801	COCc1ccc(cc1)c1ncc2c(c1)c(O)ccc2	COCc1ccc(cc1)c1ncc2c(c1)c(O)ccc2
2804	COc1cc(Oc2ccc(cc2)Cl)cc(c1)C(=O)OC(=O)c1ccccc1	COc1cc(Oc2ccc(cc2)Cl)cc(c1)C(=O)OC(=O)c1ccccc1
2805	COc1cc(O)cc(c1S(=O)(=O)NC(=NC(=O)c1ccc(cc1)C(=O)O)O)O	COc1cc(O)cc(c1S(=O)(=O)NC(=NC(=O)c1ccc(cc1)C(=O)O)O)O
2809	C=CCc1cc(F)c(c(c1)C(=O)Nc1ncc([nH]1)c1ccc(c(c1)C(=O)O)F)OC	C=CCc1cc(F)c(c(c1)C(=O)Nc1ncc([nH]1)c1ccc(c(c1)C(=O)O)F)OC
2812	COCCCc1cccc(c1)Oc1cccc2c1c1c(cc2)ccc2c1cco2	COCCCc1cccc(c1)Oc1cccc2c1c1c(cc2)ccc2c1cco2
2817	OC(=O)Cc1c(cc(c(c1c1cc(ccc1Cl)C(=O)O)C)O)C(=O)O	OC(=O)Cc1c(cc(c(c1c1cc(ccc1Cl)C(=O)O)C)O)C(=O)O
2818	CCOC(=O)c1cc(cc2c1ccc(c2)c1ccccc1Cl)C(=O)O	CCOC(=O)c1cc(cc2c1ccc(c2)c1ccccc1Cl)C(=O)O
2831	CCc1ccc2c(c1)c(OC(=O)c1c([nH]c3c1CC=CC3)C(=O)O)c(cc2)O	CCc1ccc2c(c1)c(OC(=O)c1c([nH]c3c1CC=CC3)C(=O)O)c(cc2)O
2835	O=CC=C(C(=O)c1ccccc1CO)CC(=O)O	O=CC=C(C(=O)c1ccccc1CO)CC(=O)O
2837	OCC(=O)CC(=O)OCc1cccc(c1)c1c(O)ccc(c1C(C)(C)C)F	OCC(=O)CC(=O)OCc1cccc(c1)c1c(O)ccc(c1C(C)(C)C)F
2838	OC(=O)C(=COc1cc(C(=O)O)c(c2c1c(O)c1c(c2)cccc1)Cl)C(=O)C(C(=O)O)C(=O)O	OC(=O)C(=COc1cc(C(=O)O)c(c2c1c(O)c1c(c2)cccc1)Cl)C(=O)C(C(=O)O)C(=O)O
2843	CCNc1c(C)cc(c2c1sc(c2)CCCOc1ccc2c(c1OC)occ2CC(=O)O)O	CCNc1c(C)cc(c2c1sc(c2)CCCOc1ccc2c(c1OC)occ2CC(=O)O)O
2845	OC(=O)CCc1cc(cc2c1cccc2)C(=O)O	OC(=O)CCc1cc(cc2c1cccc2)C(=O)O
2851	COc1c(C)c(OCC(=O)NC(=O)CC(=O)O)cc2c1cccc2	COc1c(C)c(OCC(=O)NC(=O)CC(=O)O)cc2c1cccc2
2853	CCCCCCC(=O)Oc1ccc(c(c1c1ccccc1Cl)C(=O)OCCC(F)(F)F)O	CCCCCCC(=O)Oc1ccc(c(c1c1ccccc1Cl)C(=O)OCCC(F)(F)F)O
2855	O=C(c1ccc(cc1)C(=O)O)OCc1ccnc(c1C(C)C)C(C)C	O=C(c1ccc(cc1)C(=O)O)OCc1ccnc(c1C(C)C)C(C)C
2858	OC(=O)CC(=O)C(=C(O)C)Cc1ccc(cc1)c1ccc(cc1)C(C)(C)C	OC(=O)CC(=O)C(=C(O)C)Cc1ccc(cc1)c1ccc(cc1)C(C)(C)C
2860	CCNc1cc(C)ccc1c1cc(O)c2c(c1)ccc(c2)CC	CCNc1cc(C)ccc1c1cc(O)c2c(c1)ccc(c2)CC
2861	OC(=O)CCCCOc1cccc2c1CC=C(C2)c1cccc2c1cccc2	OC(=O)CCCCOc1cccc2c1CC=C(C2)c1cccc2c1cccc2
2867	O=CNc1ccc(c(c1)S(=O)(=O)NC(=CCCC(=O)O)N=C(CCC(=O)O)O)O	O=CNc1ccc(c(c1)S(=O)(=O)NC(=CCCC(=O)O)N=C(CCC(=O)O)O)O
2871	OC(=O)c1ccccc1CCc1ccc2c(c1)cccc2	OC(=O)c1ccccc1CCc1ccc2c(c1)cccc2
2872	Cc1cc2cc(Cl)c3c(c2c2c1CC=CC2)nco3	Cc1cc2cc(Cl)c3c(c2c2c1CC=CC2)nco3
2875	Oc1ccc(c(c1)S(=O)(=O)NC(=O)c1c(O)ccc(c1O)O)CC(O)(C)C	Oc1ccc(c(c1)S(=O)(=O)NC(=O)c1c(O)ccc(c1O)O)CC(O)(C)C
2877	CC(CCCOc1c(O)nc(cc1c1ccc2c(c1)cccc2)O)C	CC(CCCOc1c(O)nc(cc1c1ccc2c(c1)cccc2)O)C
2878	COCCc1c(C)c2cc(OC(=O)CC(=O)N(CC(=O)O)O)c(cc2c(c1Cl)O)NS(=O)(=O)O	COCCc1c(C)c2cc(OC(=O)CC(=O)N(CC(=O)O)O)c(cc2c(c1Cl)O)NS(=O)(=O)O
2880	Nc1ncc(s1)Nc1c(ccc2c1c(O)ccc2Nc1ccccc1)C(=O)O	Nc1ncc(s1)Nc1c(ccc2c1c(O)ccc2Nc1ccccc1)C(=O)O
2883	OC(=O)c1[nH]cc(c1)CCOc1c(cc(c2c1c1cc(oc1cc2)C(=O)O)O)C(=O)O	OC(=O)c1[nH]cc(c1)CCOc1c(cc(c2c1c1cc(oc1cc2)C(=O)O)O)C(=O)O
2885	COc1cc2c(n1C)c(Cl)c1c(n2)c(Br)ccc1O	COc1cc2c(n1C)c(Cl)c1c(n2)c(Br)ccc1O
2890	OC(=O)CCCn1c(O)ccc1c1c(F)ccc2c1[nH]cc2	OC(=O)CCCn1c(O)ccc1c1c(F)ccc2c1[nH]cc2
2894	OC(=O)Cc1c(N)ccc2c1ccc1c2[nH]c(c1)CC1=CCc2c(C1)c[nH]c2	OC(=O)Cc1c(N)ccc2c1ccc1c2[nH]c(c1)CC1=CCc2c(C1)c[nH]c2
2896	CCc1ccc([nH]1)CCC(=O)OCc1ccc2c(c1)c(O)c(c(c2)Cl)C(=O)O	CCc1ccc([nH]1)CCC(=O)OCc1ccc2c(c1)c(O)c(c(c2)Cl)C(=O)O
2899	C=CN(C(=O)c1cccc(c1)Cc1ccccc1)c1cc(O)cc(c1)Br	C=CN(C(=O)c1cccc(c1)Cc1ccccc1)c1cc(O)cc(c1)Br
2901	CCSC(=O)COc1c(OC)cccc1c1cnc(cc1CC(=O)O)C	CCSC(=O)COc1c(OC)cccc1c1cnc(cc1CC(=O)O)C
2903	CCCC(=CCC(=O)O)c1c(CC(=O)NS(=O)(=O)O)cc(cc1C)C(=O)O	CCCC(=CCC(=O)O)c1c(CC(=O)NS(=O)(=O)O)cc(cc1C)C(=O)O
2904	OC(=O)CC(=O)OCc1ccc2c(c1)c1occ(c1c(c2)C(=O)O)C	OC(=O)CC(=O)OCc1ccc2c(c1)c1occ(c1c(c2)C(=O)O)C
2906	NC(=O)c1cc(F)c2c(c1)c(O)c1c(c2)cc([nH]1)O	NC(=O)c1cc(F)c2c(c1)c(O)c1c(c2)cc([nH]1)O
2909	CCCC(=O)NC(=O)OC(=O)c1ccc(cc1OC)CCC(=O)O	CCCC(=O)NC(=O)OC(=O)c1ccc(cc1OC)CCC(=O)O
2911	O=C(OC(=O)Oc1c(C)ccc2c1c1cc[nH]c1cc2)CCCc1ncc([nH]1)C	O=C(OC(=O)Oc1c(C)ccc2c1c1cc[nH]c1cc2)CCCc1ncc([nH]1)C
2912	COc1c(Cl)cc(c2c1cc(O)cc2Cl)CCC(=O)O	COc1c(Cl)cc(c2c1cc(O)cc2Cl)CCC(=O)O
2913	ON=C(c1ccc2c(c1)cc(cc2C(=O)O)c1ccccc1C(=O)O)O	ON=C(c1ccc2c(c1)cc(cc2C(=O)O)c1ccccc1C(=O)O)O
2914	O=C(c1ccc2c(c1)[nH]cc2)NC(=O)c1ccccc1F	O=C(c1ccc2c(c1)[nH]cc2)NC(=O)c1ccccc1F
2916	O=NC(=O)C=C(C(=C(c1ccc(c(c1)OC)NC1CCCCC1)OC)OC(=O)C)C(=O)O	O=NC(=O)C=C(C(=C(c1ccc(c(c1)OC)NC1CCCCC1)OC)OC(=O)C)C(=O)O
2917	OC(=O)CC(=O)OC(=O)c1cc(O)nc2c1CC(=C(C2)Br)O	OC(=O)CC(=O)OC(=O)c1cc(O)nc2c1CC(=C(C2)Br)O
2921	CC(Cc1c(O)[nH]c2c1c(ccc2OC(C(=O)OCC(=O)O)(C)C)C(=O)O)C	CC(Cc1c(O)[nH]c2c1c(ccc2OC(C(=O)OCC(=O)O)(C)C)C(=O)O)C
2923	COCCOc1cc(CC(=O)O)c(c2c1CC=CC2)Oc1ccccc1	COCCOc1cc(CC(=O)O)c(c2c1CC=CC2)Oc1ccccc1
2925	CCCCCc1coc2c1cc(C)c1c2CC=CC1	CCCCCc1coc2c1cc(C)c1c2CC=CC1
2926	COc1cc(NS(=O)(=O)c2cc3c(s2)ccc(c3)Cl)c(cc1OC)c1cc[nH]c1C=C	COc1cc(NS(=O)(=O)c2cc3c(s2)ccc(c3)Cl)c(cc1OC)c1cc[nH]c1C=C
2928	CCCOC(=O)Cc1cc(C)cc(c1)c1c(CC(=C)COC)cc(cc1C(F)(F)F)O	CCCOC(=O)Cc1cc(C)cc(c1)c1c(CC(=C)COC)cc(cc1C(F)(F)F)O
2929	CCCC(=O)OCc1cc(cc(c1c1ccc[nH]1)OC=O)C(=O)N	CCCC(=O)OCc1cc(cc(c1c1ccc[nH]1)OC=O)C(=O)N
