SMILES (prior)	SMILES (after) round trip:
2521	O=C(Nc1ccccc1)c1c2ccc(Cl)cc2c(Cl)c2ccoc12	O=C(Nc1ccccc1)c1c2ccc(Cl)cc2c(Cl)c2ccoc12
2524	CCC(C)(C)c1cc2cccc(O)c2cc1C(=O)O	CCC(C)(C)c1cc2cccc(O)c2cc1C(=O)O
2526	O=C(O)c1ccc2cccc(-c3nc(Cc4ccc5c(O)c(O)ccc5c4)c[nH]3)c2c1	O=C(O)c1ccc2cccc(-c3nc(Cc4ccc5c(O)c(O)ccc5c4)c[nH]3)c2c1
2529	CC(C)(C)Nc1nc(-c2c(O)ccc(O)c2-c2cccc(F)c2-c2cc3ccccc3o2)c(Cl)s1	CC(C)(C)Nc1nc(-c2c(O)ccc(O)c2-c2cccc(F)c2-c2cc3ccccc3o2)c(Cl)s1
2531	Cc1c(C(=O)O)cc(C(=O)O)c2cc(C(C)(C)c3cnco3)cc(C(=O)O)c12	Cc1c(C(=O)O)cc(C(=O)O)c2cc(C(C)(C)c3cnco3)cc(C(=O)O)c12
2532	CCCc1ccc(-c2c(CC)cc(O)nc2C2CCCCC2)cc1	CCCc1ccc(-c2c(CC)cc(O)nc2C2CCCCC2)cc1
2533	CC(=O)OC(=O)c1ccccc1-c1cc2cccnc2c2ccc3c4cc5[nH]ccc5cc4oc3c12	CC(=O)OC(=O)c1ccccc1-c1cc2cccnc2c2ccc3c4cc5[nH]ccc5cc4oc3c12
2539	CCC(=O)NC(=O)c1ccc2nc3c(F)c(-c4cc(O)ccc4C=O)ccc3cc2c1C(=O)O	CCC(=O)NC(=O)c1ccc2nc3c(F)c(-c4cc(O)ccc4C=O)ccc3cc2c1C(=O)O
2540	Nc1c(C(=O)O)cc(CC(=O)O)c2c(C(=O)O)c(Oc3c[nH]c4ccc(Cl)cc34)ccc12	Nc1c(C(=O)O)cc(CC(=O)O)c2c(C(=O)O)c(Oc3c[nH]c4ccc(Cl)cc34)ccc12
2542	CC1=CC(=O)c2cc3ccc(C(=O)O)cc3c(O)c2C1(C)C	CC1=CC(=O)c2cc3ccc(C(=O)O)cc3c(O)c2C1(C)C
2545	CC(C)c1cc(O)[nH]c1C(=O)NC(=O)NC(=O)c1ccccc1	CC(C)c1cc(O)[nH]c1C(=O)NC(=O)NC(=O)c1ccccc1
2547	O=C(O)c1ccc2cc(-c3c(O)cccc3Cl)ccc2c1C(=O)O	O=C(O)c1ccc2cc(-c3c(O)cccc3Cl)ccc2c1C(=O)O
2553	CCC(=O)OCc1c(OC)ccc2ccccc12	CCC(=O)OCc1c(OC)ccc2ccccc12
2555	COc1ccccc1-c1c(O)c(C(=O)O)cc2cc(NC=O)cc(NC(=O)CC(=O)O)c12	COc1ccccc1-c1c(O)c(C(=O)O)cc2cc(NC=O)cc(NC(=O)CC(=O)O)c12
2559	CCOc1cc(NC=O)c2c(C)c(CC)c3ccccc3c2c1C(F)(F)C(=O)O	CCOc1cc(NC=O)c2c(C)c(CC)c3ccccc3c2c1C(F)(F)C(=O)O
2563	CC(C)(c1ccc(C(N)=O)cc1C(=O)O)c1c(O)ccc2c(Cl)c3c(F)c(Cl)cc(O)c3c(Cl)c12	CC(C)(c1ccc(C(N)=O)cc1C(=O)O)c1c(O)ccc2c(Cl)c3c(F)c(Cl)cc(O)c3c(Cl)c12
2566	CC(C)CCOc1c(S(N)(=O)=O)ccc(CCC(=O)O)c1C(C(=O)O)C(=O)O	CC(C)CCOc1c(S(N)(=O)=O)ccc(CCC(=O)O)c1C(C(=O)O)C(=O)O
2571	COc1c(CCC(=O)O)c(N)cc2[nH]c(-c3ccsc3)cc12	COc1c(CCC(=O)O)c(N)cc2[nH]c(-c3ccsc3)cc12
2572	COc1ccc(CCNC(=O)c2cccc3[nH]ccc23)c2c(O)cc(O)c(Br)c12	COc1ccc(CCNC(=O)c2cccc3[nH]ccc23)c2c(O)cc(O)c(Br)c12
2573	Cc1nc(-c2cc(O)c(NC(=O)O)cc2C(=O)O)c(-c2c(O)ccc3ccc(N)c(O)c23)[nH]1	Cc1nc(-c2cc(O)c(NC(=O)O)cc2C(=O)O)c(-c2c(O)ccc3ccc(N)c(O)c23)[nH]1
2575	COCc1nc2c(C(=O)O)c(O)c3cccc(C(C)C)c3c2o1	COCc1nc2c(C(=O)O)c(O)c3cccc(C(C)C)c3c2o1
2577	CCCNc1ncc(-c2ccc3cc4cc(C)c(CC)c(C#N)c4nc3c2)[nH]1	CCCNc1ncc(-c2ccc3cc4cc(C)c(CC)c(C#N)c4nc3c2)[nH]1
2580	COc1cc(OC)c(-c2ccc(O)cc2C)cc1C(=O)O	COc1cc(OC)c(-c2ccc(O)cc2C)cc1C(=O)O
2583	COc1cc(N)c2c(OC)c3cc(C(=O)O)c(C(=O)CCC(=O)O)c(OC)c3c(C(N)=O)c2c1F	COc1cc(N)c2c(OC)c3cc(C(=O)O)c(C(=O)CCC(=O)O)c(OC)c3c(C(N)=O)c2c1F
2584	CCCc1ccc(OCc2ccc(S(=O)(=O)O)cc2)cc1	CCCc1ccc(OCc2ccc(S(=O)(=O)O)cc2)cc1
2587	O=C(O)CC(=O)Oc1c(CCc2cccc(F)c2)cccc1C(=O)O	O=C(O)CC(=O)Oc1c(CCc2cccc(F)c2)cccc1C(=O)O
2589	Cc1ccc2[nH]cc(-c3coc(CO)c3)c2c1C(C)(C)CCc1cccc2c(I)c(O)ccc12	Cc1ccc2[nH]cc(-c3coc(CO)c3)c2c1C(C)(C)CCc1cccc2c(I)c(O)ccc12
2591	CCCCC(=O)OC(=O)NC(=O)NC(=O)Nc1cc2cc(C(=O)O)ccc2c(OC)c1C(=O)O	CCCCC(=O)OC(=O)NC(=O)NC(=O)Nc1cc2cc(C(=O)O)ccc2c(OC)c1C(=O)O
2593	COC(=C(CC(C)(C)c1ccc(C(=O)O)[nH]1)c1ccccc1)c1ccccc1C(=O)O	COC(=C(CC(C)(C)c1ccc(C(=O)O)[nH]1)c1ccccc1)c1ccccc1C(=O)O
2595	CC(=O)OC(=O)NCC(=O)c1ccc(C)c2cc(C(=O)O)nc(N)c12	CC(=O)OC(=O)NCC(=O)c1ccc(C)c2cc(C(=O)O)nc(N)c12
2598	Cc1cccc(Cc2[nH]c(O)c(-c3ccccc3)c2CO)c1	Cc1cccc(Cc2[nH]c(O)c(-c3ccccc3)c2CO)c1
2602	CCCCc1ccc(O)c2c(O)nc(O)c(C(=O)c3cc4cccc(OC)c4[nH]3)c12	CCCCc1ccc(O)c2c(O)nc(O)c(C(=O)c3cc4cccc(OC)c4[nH]3)c12
2603	CC(C)(Oc1c(C(=O)O)ccc2[nH]c3c(c12)CC=CC3)C(=O)O	CC(C)(Oc1c(C(=O)O)ccc2[nH]c3c(c12)CC=CC3)C(=O)O
2604	CCc1nn(-c2ccc(-c3ccccc3)cc2OC)cc1NC(=O)CC(=O)O	CCc1nn(-c2ccc(-c3ccccc3)cc2OC)cc1NC(=O)CC(=O)O
2605	CCc1cccc(CC)c1CCc1ccc(C(=O)O)c(C(=O)O)c1	CCc1cccc(CC)c1CCc1ccc(C(=O)O)c(C(=O)O)c1
2608	O=C1C=CC(=O)C(Cc2ccnc3cc4cc(C(=O)O)c(Cl)cc4cc23)=C1O	O=C1C=CC(=O)C(Cc2ccnc3cc4cc(C(=O)O)c(Cl)cc4cc23)=C1O
2609	CCCOC(=O)CC(=O)NC(=O)c1ccccc1	CCCOC(=O)CC(=O)NC(=O)c1ccccc1
2611	CCCCCCOC(=O)Nc1c(NC(=Cc2ccc(C(=O)O)[nH]2)OC)ccc2ccoc12	CCCCCCOC(=O)Nc1c(NC(=Cc2ccc(C(=O)O)[nH]2)OC)ccc2ccoc12
2612	Cc1oc2ccccc2c1Oc1cc(O)cc(C(=O)O)c1	Cc1oc2ccccc2c1Oc1cc(O)cc(C(=O)O)c1
2617	CC(C)Cc1cc(S(=O)(=O)O)cc2cc(F)c(C(=O)O)cc12	CC(C)Cc1cc(S(=O)(=O)O)cc2cc(F)c(C(=O)O)cc12
2622	CCc1ccccc1C(=O)NC1=C(O)C(=O)C=CC1=O	CCc1ccccc1C(=O)NC1=C(O)C(=O)C=CC1=O
2627	Oc1ccccc1-c1ccc(-c2c(O)ccc3c(O)cccc23)cc1	Oc1ccccc1-c1ccc(-c2c(O)ccc3c(O)cccc23)cc1
2628	Cc1cc(CC(=O)O)c2c3c(cc(O)cc13)-c1ccoc1C2	Cc1cc(CC(=O)O)c2c3c(cc(O)cc13)-c1ccoc1C2
2629	CCc1ccc(C(=O)OS(=O)(=O)CSc2sccc2COc2cc(O)ccc2C(C)(C)C)[nH]1	CCc1ccc(C(=O)OS(=O)(=O)CSc2sccc2COc2cc(O)ccc2C(C)(C)C)[nH]1
2630	O=C(COc1ccc2c(O)cccc2c1)OC(=O)c1cc[nH]c1O	O=C(COc1ccc2c(O)cccc2c1)OC(=O)c1cc[nH]c1O
2633	CC(C)(CCc1cccc(C(=O)O)c1)c1c(S(N)(=O)=O)ccc(Cl)c1O	CC(C)(CCc1cccc(C(=O)O)c1)c1c(S(N)(=O)=O)ccc(Cl)c1O
2634	CC(=O)Nc1c(O)[nH]c(O)c1-n1c(O)cc2c3ccc(C(=O)O)cc3cc(C(=O)CC(=O)O)c21	CC(=O)Nc1c(O)[nH]c(O)c1-n1c(O)cc2c3ccc(C(=O)O)cc3cc(C(=O)CC(=O)O)c21
2636	CC(C)c1ccccc1NC(=O)NC(=O)c1ccc2c(O)c3ccc(Cl)cc3c(O)c2c1	CC(C)c1ccccc1NC(=O)NC(=O)c1ccc2c(O)c3ccc(Cl)cc3c(O)c2c1
2639	COc1c(NC(N)=O)c(C(=O)O)c2ccc3c(S(=O)(=O)O)c(C(=O)O)ccc3c2c1OC	COc1c(NC(N)=O)c(C(=O)O)c2ccc3c(S(=O)(=O)O)c(C(=O)O)ccc3c2c1OC
2642	CCc1cc(C)cc(C(=O)NNC(=O)CC(=O)O)c1Cc1ccc2[nH]ccc2c1	CCc1cc(C)cc(C(=O)NNC(=O)CC(=O)O)c1Cc1ccc2[nH]ccc2c1
2645	CCc1cc(Cl)c(C(=O)OP(=O)(O)O)c2cc(F)cc(C#N)c12	CCc1cc(Cl)c(C(=O)OP(=O)(O)O)c2cc(F)cc(C#N)c12
2647	O=C1C=C(Cc2ccc(Cl)cc2C(=O)O)C(=O)C(C(=O)O)=C1	O=C1C=C(Cc2ccc(Cl)cc2C(=O)O)C(=O)C(C(=O)O)=C1
2656	O=C(O)c1ccc2c3c(c4c(c(O)c13)CC=CC4)CC=C2	O=C(O)c1ccc2c3c(c4c(c(O)c13)CC=CC4)CC=C2
2657	O=C(O)c1cc(O)c2cc(-c3ccc(O)c(C(=O)O)c3)c(C(=O)O)cc2c1	O=C(O)c1cc(O)c2cc(-c3ccc(O)c(C(=O)O)c3)c(C(=O)O)cc2c1
2661	O=C(O)Cc1cccc2ccc(O)c(-c3cccc(C(=O)O)c3)c12	O=C(O)Cc1cccc2ccc(O)c(-c3cccc(C(=O)O)c3)c12
2662	Nc1nc2c(Cl)cccc2cc1C(=O)NS(=O)(=O)c1ccc2ccccc2c1	Nc1nc2c(Cl)cccc2cc1C(=O)NS(=O)(=O)c1ccc2ccccc2c1
2665	CNCC(=O)OC(=O)CCc1ccc(C(C)(C)C)o1	CNCC(=O)OC(=O)CCc1ccc(C(C)(C)C)o1
2667	CC(=O)NC(=O)C(F)(F)c1cccc2ccc3c4ccccc4ccc3c12	CC(=O)NC(=O)C(F)(F)c1cccc2ccc3c4ccccc4ccc3c12
2670	O=C(O)Cc1cccc2cc(C(=CBr)c3cccc4ccoc34)ccc12	O=C(O)Cc1cccc2cc(C(=CBr)c3cccc4ccoc34)ccc12
2675	CCC(=O)c1cc2cc(O)c3cc(OC)c(O)cc3c2cc1OC	CCC(=O)c1cc2cc(O)c3cc(OC)c(O)cc3c2cc1OC
2677	CCCCc1cccc(-c2cc(Cl)c(Cl)c3c(O)c(Cl)c(O)cc23)c1O	CCCCc1cccc(-c2cc(Cl)c(Cl)c3c(O)c(Cl)c(O)cc23)c1O
2683	NS(=O)(=O)c1c(O)cc(CCOC(=O)c2ccc(O)c(Cl)c2C(=O)O)c2cc(O)cc(O)c12	NS(=O)(=O)c1c(O)cc(CCOC(=O)c2ccc(O)c(Cl)c2C(=O)O)c2cc(O)cc(O)c12
2684	COc1cc(O)cc(OCC(F)(F)Cc2ccc(Cl)cc2C(=O)O)c1C(=O)O	COc1cc(O)cc(OCC(F)(F)Cc2ccc(Cl)cc2C(=O)O)c1C(=O)O
2685	CCc1cc(O)c2c(c1)c(Cl)c(OCC(=O)O)c1c(Cl)c(C(C)=O)ccc12	CCc1cc(O)c2c(c1)c(Cl)c(OCC(=O)O)c1c(Cl)c(C(C)=O)ccc12
2686	CC(CO)=C(Cc1ccccc1)C(=O)NCC(=O)O	CC(CO)=C(Cc1ccccc1)C(=O)NCC(=O)O
2687	O=C(O)c1nccn1-c1nc(-c2cc3cc4ccoc4c(O)c3[nH]2)c[nH]1	O=C(O)c1nccn1-c1nc(-c2cc3cc4ccoc4c(O)c3[nH]2)c[nH]1
2694	Oc1cccc(C(F)(F)c2cc(F)cc(Cl)c2O)c1	Oc1cccc(C(F)(F)c2cc(F)cc(Cl)c2O)c1
2695	CCc1ccc2c(S(N)(=O)=O)ccc(NC(=O)OC(=O)c3ccc(C)cc3O)c2c1	CCc1ccc2c(S(N)(=O)=O)ccc(NC(=O)OC(=O)c3ccc(C)cc3O)c2c1
2702	Cc1cccc(Cc2cc(O)c3occc3c2)c1	Cc1cccc(Cc2cc(O)c3occc3c2)c1
2704	C=CC=C(C)c1ccc(C(=O)O)c(O)c1-c1ccc2c(ncn2CC(=O)OC(=O)CCCC)c1O	C=CC=C(C)c1ccc(C(=O)O)c(O)c1-c1ccc2c(ncn2CC(=O)OC(=O)CCCC)c1O
2707	COc1c(C(C)C)ccc(CC(=O)NC(=O)c2nc(C(=O)O)c(O)cc2O)c1NCS(=O)(=O)O	COc1c(C(C)C)ccc(CC(=O)NC(=O)c2nc(C(=O)O)c(O)cc2O)c1NCS(=O)(=O)O
2708	COc1ccc(Nc2cnc(C)c(C(=O)NS(=O)(=O)O)c2)cc1	COc1ccc(Nc2cnc(C)c(C(=O)NS(=O)(=O)O)c2)cc1
2710	CC(=O)OCc1cc2cc(C#N)ccc2c2ccc(S(=O)(=O)O)c(Cl)c12	CC(=O)OCc1cc2cc(C#N)ccc2c2ccc(S(=O)(=O)O)c(Cl)c12
2711	CCCc1ccc(-c2ccc(S(=O)(=O)OC(=O)CC(=O)O)cc2)[nH]1	CCCc1ccc(-c2ccc(S(=O)(=O)OC(=O)CC(=O)O)cc2)[nH]1
2716	NC(=O)OC(=O)NC(=O)c1ccc(Cn2c(C(=O)O)cc3ccc4[nH]ccc4c32)cc1Cl	NC(=O)OC(=O)NC(=O)c1ccc(Cn2c(C(=O)O)cc3ccc4[nH]ccc4c32)cc1Cl
2721	CCCCC(=O)OC(=O)Cc1cc(Br)c(Cl)c2c(C(=O)O)ccc(OC)c12	CCCCC(=O)OC(=O)Cc1cc(Br)c(Cl)c2c(C(=O)O)ccc(OC)c12
2722	CC(=Cc1ccccc1-c1nc(CCO)c(C)[nH]1)CCO	CC(=Cc1ccccc1-c1nc(CCO)c(C)[nH]1)CCO
2725	O=C(O)c1cc(NC(O)=Cc2ccccc2F)c2c(O)cccc2c1	O=C(O)c1cc(NC(O)=Cc2ccccc2F)c2c(O)cccc2c1
2729	O=C(O)CCC(=O)OC(=O)c1ccc(O)c2c(F)ccc(O)c12	O=C(O)CCC(=O)OC(=O)c1ccc(O)c2c(F)ccc(O)c12
2731	Cc1ccc(O)c(Cc2c(C)cccc2-c2ccccc2O)c1	Cc1ccc(O)c(Cc2c(C)cccc2-c2ccccc2O)c1
2733	O=C(OCCc1ccc(O)cc1)c1c(-c2cc(CNS(=O)(=O)O)co2)c[nH]c1O	O=C(OCCc1ccc(O)cc1)c1c(-c2cc(CNS(=O)(=O)O)co2)c[nH]c1O
2734	COCC=C(CO)c1c(CN)oc(C(=O)O)c1C	COCC=C(CO)c1c(CN)oc(C(=O)O)c1C
2737	CC1=C(NC(=O)CCc2ccccc2)C(=O)C=C(CC(=O)O)C1=O	CC1=C(NC(=O)CCc2ccccc2)C(=O)C=C(CC(=O)O)C1=O
2738	COCc1ccc2c3c(c(O)c4oc5c(O)c(C(=O)O)ccc5c4c13)CC=C2	COCc1ccc2c3c(c(O)c4oc5c(O)c(C(=O)O)ccc5c4c13)CC=C2
2739	CCCOC(=O)CCCCOc1cc(C(=O)O)c2cc(CCC(=O)O)[nH]c2c1C	CCCOC(=O)CCCCOc1cc(C(=O)O)c2cc(CCC(=O)O)[nH]c2c1C
2743	CCc1cc(C(=O)O)c2nc(C)c3c(C)cc(C)cc3c2c1	CCc1cc(C(=O)O)c2nc(C)c3c(C)cc(C)cc3c2c1
2744	Cc1cc2cc(OCC(=O)O)c(OC(C)(C)C(=O)O)cc2[nH]1	Cc1cc2cc(OCC(=O)O)c(OC(C)(C)C(=O)O)cc2[nH]1
2745	Nc1ccc2ccc(C(=O)NS(=O)(=O)c3ccc(O)cc3F)cc2c1	Nc1ccc2ccc(C(=O)NS(=O)(=O)c3ccc(O)cc3F)cc2c1
2747	O=C(O)C(CCCOc1ccc2cc[nH]c2c1)=C(O)NCO	O=C(O)C(CCCOc1ccc2cc[nH]c2c1)=C(O)NCO
2751	CCCOC(=O)N(C=O)c1ccc2cccc(CCC(=O)O)c2c1O	CCCOC(=O)N(C=O)c1ccc2cccc(CCC(=O)O)c2c1O
2757	Cc1cc2c(CC(=O)c3cc(F)ccc3C(=O)O)c[nH]c2nc1O	Cc1cc2c(CC(=O)c3cc(F)ccc3C(=O)O)c[nH]c2nc1O
2758	C=CCc1cc(C(=O)CCC(=O)OC(=O)c2cccc3c(OC)cccc23)ccc1C(=O)NS(C)(=O)=O	C=CCc1cc(C(=O)CCC(=O)OC(=O)c2cccc3c(OC)cccc23)ccc1C(=O)NS(C)(=O)=O
2759	COc1ccc(F)c2cc(Oc3cccc(F)c3C(=O)O)c(C(=O)O)cc12	COc1ccc(F)c2cc(Oc3cccc(F)c3C(=O)O)c(C(=O)O)cc12
2760	O=C(O)CC(=O)C(CC(=O)c1cccc(C(=O)O)c1)=NO	O=C(O)CC(=O)C(CC(=O)c1cccc(C(=O)O)c1)=NO
2761	O=C(O)CCc1cc2c(Cl)cc3c(c2[nH]1)Cc1cc(C(=O)O)cc(O)c1C3	O=C(O)CCc1cc2c(Cl)cc3c(c2[nH]1)Cc1cc(C(=O)O)cc(O)c1C3
2767	CCCc1oc2cc3ccc(CCCOc4ccccc4)cc3c(S(=O)(=O)O)c2c1C	CCCc1oc2cc3ccc(CCCOc4ccccc4)cc3c(S(=O)(=O)O)c2c1C
2769	COC(=Cc1cccc(O)c1)c1cnc(C(=O)O)cc1C(C)=O	COC(=Cc1cccc(O)c1)c1cnc(C(=O)O)cc1C(C)=O
2770	COc1cc2ccc(O)c(Cc3c(C(=O)O)ccc4c3CC=CC4)c2cc1C#N	COc1cc2ccc(O)c(Cc3c(C(=O)O)ccc4c3CC=CC4)c2cc1C#N
2774	COc1cc(CCC(=O)O)c(O)cc1-c1ccco1	COc1cc(CCC(=O)O)c(O)cc1-c1ccco1
2777	CCCCn1c(CO)cc(OCc2ccc(OC)c(Br)c2)c1S(N)(=O)=O	CCCCn1c(CO)cc(OCc2ccc(OC)c(Br)c2)c1S(N)(=O)=O
2778	COc1cc(Cl)c2cc[nH]c2c1Oc1cccc(Cl)c1	COc1cc(Cl)c2cc[nH]c2c1Oc1cccc(Cl)c1
2779	O=C(O)CCCOc1c(Cl)cc2c(O)c3c(CC(=O)O)coc3cc2c1F	O=C(O)CCCOc1c(Cl)cc2c(O)c3c(CC(=O)O)coc3cc2c1F
2784	COc1cc(-c2ccc(Sc3ccccc3C(=O)O)cc2O)ccc1O	COc1cc(-c2ccc(Sc3ccccc3C(=O)O)cc2O)ccc1O
2786	CCOC(=O)C(Cc1cccc(C(=O)O)c1C(=O)O)=C(O)CC(N)=O	CCOC(=O)C(Cc1cccc(C(=O)O)c1C(=O)O)=C(O)CC(N)=O
2793	CCCCOC(=O)c1cc(Cl)c(-c2ccccc2C(=O)O)cc1S(=O)(=O)O	CCCCOC(=O)c1cc(Cl)c(-c2ccccc2C(=O)O)cc1S(=O)(=O)O
2798	O=C(NC(=S)Nc1ccc(F)c(O)c1)Nc1c(C(=O)O)cc(Cl)c(O)c1Br	O=C(NC(=S)Nc1ccc(F)c(O)c1)Nc1c(C(=O)O)cc(Cl)c(O)c1Br
2799	O=C(O)c1cccc(-c2ccc(O)cc2)c1S(=O)(=O)O	O=C(O)c1cccc(-c2ccc(O)cc2)c1S(=O)(=O)O
2800	O=C(O)c1cc(Nc2ccccc2C(=O)O)c2ccc(O)cc2c1	O=C(O)c1cc(Nc2ccccc2C(=O)O)c2ccc(O)cc2c1
2801	COCc1ccc(-c2cc3c(O)cccc3cn2)cc1	COCc1ccc(-c2cc3c(O)cccc3cn2)cc1
2804	COc1cc(Oc2ccc(Cl)cc2)cc(C(=O)OC(=O)c2ccccc2)c1	COc1cc(Oc2ccc(Cl)cc2)cc(C(=O)OC(=O)c2ccccc2)c1
2805	COc1cc(O)cc(O)c1S(=O)(=O)NC(O)=NC(=O)c1ccc(C(=O)O)cc1	COc1cc(O)cc(O)c1S(=O)(=O)NC(O)=NC(=O)c1ccc(C(=O)O)cc1
2809	C=CCc1cc(F)c(OC)c(C(=O)Nc2ncc(-c3ccc(F)c(C(=O)O)c3)[nH]2)c1	C=CCc1cc(F)c(OC)c(C(=O)Nc2ncc(-c3ccc(F)c(C(=O)O)c3)[nH]2)c1
2812	COCCCc1cccc(Oc2cccc3ccc4ccc5occc5c4c23)c1	COCCCc1cccc(Oc2cccc3ccc4ccc5occc5c4c23)c1
2817	Cc1c(O)cc(C(=O)O)c(CC(=O)O)c1-c1cc(C(=O)O)ccc1Cl	Cc1c(O)cc(C(=O)O)c(CC(=O)O)c1-c1cc(C(=O)O)ccc1Cl
2818	CCOC(=O)c1cc(C(=O)O)cc2cc(-c3ccccc3Cl)ccc12	CCOC(=O)c1cc(C(=O)O)cc2cc(-c3ccccc3Cl)ccc12
2831	CCc1ccc2ccc(O)c(OC(=O)c3c(C(=O)O)[nH]c4c3CC=CC4)c2c1	CCc1ccc2ccc(O)c(OC(=O)c3c(C(=O)O)[nH]c4c3CC=CC4)c2c1
2835	O=CC=C(CC(=O)O)C(=O)c1ccccc1CO	O=CC=C(CC(=O)O)C(=O)c1ccccc1CO
2837	CC(C)(C)c1c(F)ccc(O)c1-c1cccc(COC(=O)CC(=O)CO)c1	CC(C)(C)c1c(F)ccc(O)c1-c1cccc(COC(=O)CC(=O)CO)c1
2838	O=C(O)C(=COc1cc(C(=O)O)c(Cl)c2cc3ccccc3c(O)c12)C(=O)C(C(=O)O)C(=O)O	O=C(O)C(=COc1cc(C(=O)O)c(Cl)c2cc3ccccc3c(O)c12)C(=O)C(C(=O)O)C(=O)O
2843	CCNc1c(C)cc(O)c2cc(CCCOc3ccc4c(CC(=O)O)coc4c3OC)sc12	CCNc1c(C)cc(O)c2cc(CCCOc3ccc4c(CC(=O)O)coc4c3OC)sc12
2845	O=C(O)CCc1cc(C(=O)O)cc2ccccc12	O=C(O)CCc1cc(C(=O)O)cc2ccccc12
2851	COc1c(C)c(OCC(=O)NC(=O)CC(=O)O)cc2ccccc12	COc1c(C)c(OCC(=O)NC(=O)CC(=O)O)cc2ccccc12
2853	CCCCCCC(=O)Oc1ccc(O)c(C(=O)OCCC(F)(F)F)c1-c1ccccc1Cl	CCCCCCC(=O)Oc1ccc(O)c(C(=O)OCCC(F)(F)F)c1-c1ccccc1Cl
2855	CC(C)c1nccc(COC(=O)c2ccc(C(=O)O)cc2)c1C(C)C	CC(C)c1nccc(COC(=O)c2ccc(C(=O)O)cc2)c1C(C)C
2858	CC(O)=C(Cc1ccc(-c2ccc(C(C)(C)C)cc2)cc1)C(=O)CC(=O)O	CC(O)=C(Cc1ccc(-c2ccc(C(C)(C)C)cc2)cc1)C(=O)CC(=O)O
2860	CCNc1cc(C)ccc1-c1cc(O)c2cc(CC)ccc2c1	CCNc1cc(C)ccc1-c1cc(O)c2cc(CC)ccc2c1
2861	O=C(O)CCCCOc1cccc2c1CC=C(c1cccc3ccccc13)C2	O=C(O)CCCCOc1cccc2c1CC=C(c1cccc3ccccc13)C2
2867	O=CNc1ccc(O)c(S(=O)(=O)NC(=CCCC(=O)O)N=C(O)CCC(=O)O)c1	O=CNc1ccc(O)c(S(=O)(=O)NC(=CCCC(=O)O)N=C(O)CCC(=O)O)c1
2871	O=C(O)c1ccccc1CCc1ccc2ccccc2c1	O=C(O)c1ccccc1CCc1ccc2ccccc2c1
2872	Cc1cc2cc(Cl)c3ocnc3c2c2c1CC=CC2	Cc1cc2cc(Cl)c3ocnc3c2c2c1CC=CC2
2875	CC(C)(O)Cc1ccc(O)cc1S(=O)(=O)NC(=O)c1c(O)ccc(O)c1O	CC(C)(O)Cc1ccc(O)cc1S(=O)(=O)NC(=O)c1c(O)ccc(O)c1O
2877	CC(C)CCCOc1c(-c2ccc3ccccc3c2)cc(O)nc1O	CC(C)CCCOc1c(-c2ccc3ccccc3c2)cc(O)nc1O
2878	COCCc1c(Cl)c(O)c2cc(NS(=O)(=O)O)c(OC(=O)CC(=O)N(O)CC(=O)O)cc2c1C	COCCc1c(Cl)c(O)c2cc(NS(=O)(=O)O)c(OC(=O)CC(=O)N(O)CC(=O)O)cc2c1C
2880	Nc1ncc(Nc2c(C(=O)O)ccc3c(Nc4ccccc4)ccc(O)c23)s1	Nc1ncc(Nc2c(C(=O)O)ccc3c(Nc4ccccc4)ccc(O)c23)s1
2883	O=C(O)c1cc(CCOc2c(C(=O)O)cc(O)c3ccc4oc(C(=O)O)cc4c23)c[nH]1	O=C(O)c1cc(CCOc2c(C(=O)O)cc(O)c3ccc4oc(C(=O)O)cc4c23)c[nH]1
2885	COc1cc2nc3c(Br)ccc(O)c3c(Cl)c2n1C	COc1cc2nc3c(Br)ccc(O)c3c(Cl)c2n1C
2890	O=C(O)CCCn1c(O)ccc1-c1c(F)ccc2cc[nH]c12	O=C(O)CCCn1c(O)ccc1-c1c(F)ccc2cc[nH]c12
2894	Nc1ccc2c(ccc3cc(CC4=CCc5c[nH]cc5C4)[nH]c32)c1CC(=O)O	Nc1ccc2c(ccc3cc(CC4=CCc5c[nH]cc5C4)[nH]c32)c1CC(=O)O
2896	CCc1ccc(CCC(=O)OCc2ccc3cc(Cl)c(C(=O)O)c(O)c3c2)[nH]1	CCc1ccc(CCC(=O)OCc2ccc3cc(Cl)c(C(=O)O)c(O)c3c2)[nH]1
2899	C=CN(C(=O)c1cccc(Cc2ccccc2)c1)c1cc(O)cc(Br)c1	C=CN(C(=O)c1cccc(Cc2ccccc2)c1)c1cc(O)cc(Br)c1
2901	CCSC(=O)COc1c(OC)cccc1-c1cnc(C)cc1CC(=O)O	CCSC(=O)COc1c(OC)cccc1-c1cnc(C)cc1CC(=O)O
2903	CCCC(=CCC(=O)O)c1c(C)cc(C(=O)O)cc1CC(=O)NS(=O)(=O)O	CCCC(=CCC(=O)O)c1c(C)cc(C(=O)O)cc1CC(=O)NS(=O)(=O)O
2904	Cc1coc2c1c(C(=O)O)cc1ccc(COC(=O)CC(=O)O)cc12	Cc1coc2c1c(C(=O)O)cc1ccc(COC(=O)CC(=O)O)cc12
2906	NC(=O)c1cc(F)c2cc3cc(O)[nH]c3c(O)c2c1	NC(=O)c1cc(F)c2cc3cc(O)[nH]c3c(O)c2c1
